Employee Number,Attrition,Business Travel,Age Group,Department,Education Field,Employee Count,Gender,Job Role,Marital Status,Over Time,Age,Distance From Home,Education,Environment Satisfaction,Job Level,Job Satisfaction,Monthly Income,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
921,No,Travel_Frequently,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Divorced,No,34,19,Bachelor's Degree,3,2,2,4444,15,4,11,8,5,10
922,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Single,Yes,28,1,Master's Degree,4,1,3,2154,5,2,4,2,0,2
923,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manager,Divorced,No,44,4,Associates Degree,3,5,1,19190,26,2,25,9,14,13
924,No,Travel_Frequently,25 - 34,HR,Life Sciences,1,Male,Human Resources,Married,No,34,11,Bachelor's Degree,3,2,2,4490,14,4,10,9,1,8
925,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,35,6,High School,3,1,3,3506,4,3,3,2,2,2
926,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Married,Yes,42,7,Master's Degree,2,2,2,2372,18,3,1,0,0,0
927,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Executive,Single,No,43,4,Master's Degree,4,3,4,10231,23,4,21,7,15,17
928,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Single,Yes,36,2,Master's Degree,3,2,2,5410,18,3,16,14,5,12
929,Yes,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Healthcare Representative,Married,No,44,15,Bachelor's Degree,1,3,4,7978,10,3,10,7,0,5
930,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,Yes,28,2,Bachelor's Degree,4,1,4,3867,2,3,2,2,2,2
931,No,Travel_Frequently,45 - 54,R&D,Medical,1,Female,Laboratory Technician,Single,No,51,6,Associates Degree,2,1,3,2838,8,2,7,0,7,7
932,No,Non-Travel,25 - 34,R&D,Medical,1,Female,Manufacturing Director,Single,Yes,30,9,Associates Degree,3,2,3,4695,10,3,8,4,1,7
933,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Female,Laboratory Technician,Divorced,Yes,29,7,Bachelor's Degree,2,1,3,3339,10,3,7,7,7,7
934,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Single,No,28,1,Bachelor's Degree,4,1,1,2080,5,2,3,2,1,2
935,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,25,1,Bachelor's Degree,4,1,2,2096,2,2,2,2,2,1
936,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Married,No,32,8,Bachelor's Degree,3,2,4,6209,10,4,10,7,0,8
937,No,Travel_Frequently,45 - 54,R&D,Medical,1,Female,Manager,Single,No,45,25,Bachelor's Degree,2,5,2,18061,22,3,0,0,0,0
938,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Manager,Divorced,Yes,39,13,Master's Degree,3,4,2,17123,21,3,19,9,15,2
939,No,Travel_Rarely,Over 55,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,58,23,Master's Degree,1,1,3,2372,2,3,2,2,2,2
940,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,32,7,Associates Degree,4,2,3,4883,10,3,10,4,1,1
941,Yes,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Scientist,Single,No,39,23,Bachelor's Degree,3,1,1,3904,6,3,5,2,0,3
942,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Female,Laboratory Technician,Married,No,30,6,Bachelor's Degree,1,2,4,4627,10,3,9,2,6,7
943,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Female,Healthcare Representative,Married,No,36,10,Master's Degree,4,3,3,7094,10,3,7,7,1,7
944,No,Travel_Rarely,45 - 54,HR,Life Sciences,1,Female,Human Resources,Single,No,46,1,Associates Degree,4,1,1,3423,10,4,7,6,5,7
945,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,28,1,Bachelor's Degree,3,2,4,6674,10,3,9,8,7,5
946,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Research Director,Married,Yes,50,28,Bachelor's Degree,4,4,1,16880,25,3,3,2,1,2
947,Yes,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Single,Yes,40,25,Master's Degree,4,3,2,9094,9,3,5,4,1,0
948,Yes,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Male,Sales Executive,Single,Yes,52,5,Bachelor's Degree,2,3,2,8446,10,2,8,7,7,7
949,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Manager,Married,Yes,30,17,Master's Degree,2,3,1,11916,9,3,9,1,0,8
950,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,39,18,Associates Degree,1,2,3,4534,9,3,8,7,1,7
951,No,Non-Travel,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Divorced,Yes,31,2,Master's Degree,4,3,3,9852,10,2,10,8,9,6
952,No,Non-Travel,35 - 44,Sales,Medical,1,Male,Sales Executive,Single,No,41,10,Associates Degree,3,2,2,6151,19,3,19,2,11,9
953,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Female,Sales Representative,Single,Yes,31,1,Bachelor's Degree,4,1,2,2302,3,4,3,2,2,2
954,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,44,3,Bachelor's Degree,1,1,1,2362,10,4,3,2,1,2
955,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Manager,Married,Yes,42,2,High School,3,4,3,17861,21,2,20,8,2,10
956,No,Travel_Rarely,Over 55,R&D,Medical,1,Female,Manager,Married,No,55,2,Associates Degree,4,5,3,19187,23,3,19,9,9,11
957,No,Travel_Rarely,Over 55,HR,Life Sciences,1,Male,Manager,Single,No,56,8,Master's Degree,4,5,2,19717,36,3,7,3,7,7
958,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,40,16,Associates Degree,3,1,3,3544,6,3,4,2,0,0
959,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,34,9,Bachelor's Degree,4,3,4,8500,10,2,9,7,1,6
960,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,40,2,Bachelor's Degree,3,2,4,4661,9,3,9,8,8,8
961,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Female,Sales Executive,Divorced,No,41,1,Bachelor's Degree,3,2,1,4103,10,3,9,3,1,7
962,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,Yes,35,4,Master's Degree,3,2,3,4249,9,3,9,6,1,1
963,No,Travel_Rarely,45 - 54,HR,Life Sciences,1,Male,Manager,Divorced,Yes,51,5,Bachelor's Degree,3,4,2,14026,33,3,33,9,0,10
964,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Divorced,No,38,2,Associates Degree,2,2,1,6893,11,3,7,7,1,7
965,No,Travel_Rarely,25 - 34,Sales,Medical,1,Female,Sales Executive,Single,No,34,15,Associates Degree,3,2,1,6125,10,4,10,8,9,6
966,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,25,19,High School,4,1,4,3669,7,2,3,2,1,2
967,Yes,Travel_Rarely,Over 55,R&D,Medical,1,Female,Manufacturing Director,Married,Yes,58,7,Master's Degree,3,3,1,10008,31,2,10,9,5,9
968,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,40,1,Master's Degree,2,1,2,2387,7,3,4,2,0,3
969,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,36,7,Bachelor's Degree,1,2,1,4639,17,2,15,7,6,13
970,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,48,4,Bachelor's Degree,4,3,4,7898,11,3,10,9,0,8
971,No,Travel_Rarely,25 - 34,Sales,Medical,1,Female,Sales Representative,Married,No,27,11,Bachelor's Degree,3,1,4,2534,5,3,1,0,0,0
972,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Female,Manufacturing Director,Single,No,51,11,Associates Degree,4,4,2,13142,29,2,5,2,0,3
973,No,Non-Travel,Under 25,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,18,1,Bachelor's Degree,4,1,4,1611,0,4,0,0,0,0
974,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Married,No,35,1,Bachelor's Degree,4,2,4,5363,10,3,9,7,0,0
975,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Single,No,27,2,High School,4,2,4,5071,8,3,6,2,0,0
976,Yes,Travel_Rarely,Over 55,Sales,Marketing,1,Male,Sales Executive,Single,Yes,55,13,Master's Degree,1,4,3,13695,24,2,19,7,3,8
977,No,Travel_Rarely,Over 55,R&D,Life Sciences,1,Male,Manufacturing Director,Married,Yes,56,23,Bachelor's Degree,4,4,2,13402,33,3,19,16,15,9
978,No,Non-Travel,25 - 34,R&D,Technical Degree,1,Female,Research Scientist,Divorced,No,34,26,High School,1,1,3,2029,5,3,5,4,0,0
979,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Healthcare Representative,Divorced,No,40,2,High School,2,2,3,6377,15,3,12,11,11,8
980,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,34,29,Bachelor's Degree,2,2,3,5429,10,3,8,7,7,7
981,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Female,Sales Representative,Single,No,31,2,Bachelor's Degree,3,1,4,2785,3,4,1,0,0,0
982,Yes,Travel_Frequently,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,Yes,35,18,Master's Degree,4,2,3,4614,5,2,4,2,3,2
983,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,38,7,Bachelor's Degree,4,1,3,2610,4,3,4,2,0,3
984,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Female,Healthcare Representative,Single,No,34,2,Master's Degree,3,2,4,6687,14,4,14,11,4,11
985,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,28,26,Bachelor's Degree,3,2,1,4724,5,3,5,3,0,4
986,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Manufacturing Director,Married,Yes,31,22,Master's Degree,4,2,3,6179,10,2,10,2,6,7
987,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,Yes,39,21,Master's Degree,1,2,4,6120,8,4,5,4,1,4
988,No,Travel_Frequently,45 - 54,Sales,Marketing,1,Male,Sales Executive,Married,No,51,2,Bachelor's Degree,2,3,2,10596,14,3,4,2,3,2
989,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Divorced,Yes,41,22,Bachelor's Degree,4,2,4,5467,12,2,6,2,3,3
990,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,37,4,High School,3,1,3,2996,8,3,6,4,1,3
991,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,33,5,High School,2,2,4,9998,8,4,5,4,1,2
992,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,Yes,32,2,High School,3,2,2,4078,4,2,3,2,1,2
993,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,39,25,Associates Degree,3,3,3,10920,13,3,6,4,0,5
994,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,25,18,High School,1,2,3,6232,6,2,3,2,1,2
995,No,Travel_Frequently,45 - 54,R&D,Medical,1,Female,Manufacturing Director,Married,Yes,52,28,Associates Degree,4,4,3,13247,24,2,5,3,0,2
996,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Single,Yes,43,6,Bachelor's Degree,1,2,3,4081,20,1,20,7,1,8
997,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,Yes,27,10,Bachelor's Degree,4,2,4,5769,6,3,6,2,4,4
998,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,Yes,27,17,Master's Degree,4,1,3,2394,8,3,8,2,7,7
999,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,No,26,2,High School,1,1,4,3904,5,3,4,3,1,1
1000,No,Travel_Rarely,35 - 44,HR,Human Resources,1,Female,Manager,Married,No,42,10,Bachelor's Degree,3,4,1,16799,21,3,20,7,0,9
1001,No,Non-Travel,25 - 34,R&D,Medical,1,Female,Healthcare Representative,Divorced,No,32,15,Master's Degree,3,2,4,6667,9,3,5,1,1,2
1002,No,Non-Travel,35 - 44,R&D,Medical,1,Female,Manufacturing Director,Married,No,36,1,Master's Degree,4,2,3,4374,4,3,3,2,1,2
1003,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Married,No,35,8,Master's Degree,3,2,3,4148,15,3,14,11,2,9
1004,No,Non-Travel,45 - 54,R&D,Medical,1,Female,Research Director,Married,No,47,1,High School,3,3,2,11957,14,1,13,8,5,12
1005,No,Non-Travel,Under 25,R&D,Medical,1,Female,Research Scientist,Single,No,18,14,Bachelor's Degree,2,1,3,1514,0,1,0,0,0,0
1006,No,Non-Travel,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Married,No,39,21,Master's Degree,1,2,3,5736,10,3,3,2,1,2
1007,No,Non-Travel,Under 25,Sales,Life Sciences,1,Female,Sales Representative,Married,No,24,13,Associates Degree,4,1,2,2033,1,3,1,0,0,0
1008,No,Non-Travel,25 - 34,Sales,Marketing,1,Female,Sales Executive,Single,No,33,2,Bachelor's Degree,4,2,2,5147,13,2,11,7,1,7
1009,No,Travel_Frequently,45 - 54,R&D,Medical,1,Female,Manager,Divorced,No,48,22,Bachelor's Degree,4,4,4,17174,24,3,22,17,4,7
1010,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Divorced,No,36,4,Associates Degree,4,2,2,5131,18,3,4,2,0,2
1011,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Married,No,38,2,Associates Degree,3,1,2,2468,9,2,6,1,0,5
1012,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Married,No,27,15,Bachelor's Degree,4,1,1,4774,8,2,7,6,7,3
1013,No,Travel_Frequently,35 - 44,R&D,Technical Degree,1,Female,Laboratory Technician,Married,No,40,11,Bachelor's Degree,4,2,3,6323,10,4,10,9,9,4
1014,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,29,2,High School,4,1,2,3180,4,3,3,2,0,2
1015,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Manufacturing Director,Single,No,39,4,Bachelor's Degree,1,2,3,5042,10,1,9,2,3,8
1016,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Single,No,42,9,Associates Degree,1,1,4,3673,12,3,12,9,5,8
1017,No,Travel_Frequently,25 - 34,R&D,Technical Degree,1,Female,Research Scientist,Single,No,30,2,Master's Degree,4,1,1,4968,10,3,9,7,0,7
1018,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,44,1,Doctoral Degree,1,2,3,4768,11,2,1,0,0,0
1019,No,Travel_Frequently,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,No,31,7,Master's Degree,1,3,1,9637,9,3,3,2,2,2
1020,No,Travel_Rarely,25 - 34,HR,Human Resources,1,Female,Human Resources,Married,No,25,2,Bachelor's Degree,3,1,2,2187,6,3,2,0,1,2
1021,No,Travel_Rarely,45 - 54,HR,Life Sciences,1,Female,Manager,Married,No,47,26,Master's Degree,4,5,3,19658,27,3,5,2,1,0
1022,No,Travel_Rarely,25 - 34,HR,Medical,1,Female,Human Resources,Single,No,31,8,Associates Degree,4,1,2,2109,8,3,3,2,0,2
1023,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Divorced,No,31,4,Bachelor's Degree,1,1,3,3978,4,2,2,2,2,2
1024,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Divorced,No,40,12,Bachelor's Degree,2,2,1,4448,15,3,7,4,7,7
1025,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Divorced,No,40,1,Bachelor's Degree,3,2,4,6513,12,3,5,3,0,3
1026,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Female,Research Scientist,Divorced,No,29,4,Bachelor's Degree,4,1,1,2109,1,3,1,0,0,0
1027,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Divorced,No,34,3,Bachelor's Degree,4,2,2,5433,11,3,11,8,7,9
1028,No,Travel_Rarely,45 - 54,R&D,Other,1,Female,Manufacturing Director,Divorced,No,45,2,Associates Degree,4,2,4,5770,10,3,10,7,3,9
1029,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Research Director,Divorced,No,50,17,Doctoral Degree,4,3,1,13269,19,3,14,11,1,11
1030,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Married,No,33,4,Master's Degree,1,1,2,3838,8,3,5,4,0,2
1031,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Manager,Married,No,43,6,Bachelor's Degree,1,5,3,19392,21,3,16,12,6,14
1032,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Female,Manager,Married,No,51,3,Bachelor's Degree,1,3,3,13116,15,3,2,2,2,2
1033,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Married,No,34,19,Bachelor's Degree,2,1,4,2929,10,3,10,9,8,7
1034,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,No,27,8,Bachelor's Degree,2,1,3,3517,5,3,3,2,0,2
1035,No,Travel_Rarely,45 - 54,R&D,Other,1,Female,Laboratory Technician,Married,No,52,8,Master's Degree,3,1,1,2950,12,1,5,4,0,4
1036,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Director,Married,No,38,10,Bachelor's Degree,2,3,3,13206,20,3,18,16,1,11
1037,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Married,No,37,10,Bachelor's Degree,2,1,2,3936,8,1,8,4,7,7
1038,No,Travel_Rarely,25 - 34,R&D,Other,1,Female,Healthcare Representative,Married,No,29,8,High School,3,2,1,9715,9,3,7,7,0,7
1039,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Married,No,35,1,Master's Degree,3,1,4,2977,4,3,4,3,1,1
1040,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,40,2,Associates Degree,3,1,1,3377,7,2,4,3,0,2
1041,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,49,25,Master's Degree,3,1,1,3211,10,2,9,6,1,4
1042,No,Travel_Rarely,45 - 54,R&D,Other,1,Female,Research Scientist,Married,No,48,15,Master's Degree,3,1,1,2367,10,2,8,2,7,6
1043,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,34,1,Bachelor's Degree,4,1,2,3294,7,2,5,4,0,2
1044,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Married,No,32,5,Associates Degree,4,2,2,5878,12,3,7,1,2,5
1045,No,Travel_Rarely,35 - 44,R&D,Other,1,Female,Laboratory Technician,Married,No,38,6,Associates Degree,4,1,3,3702,5,3,5,4,0,4
1046,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Married,No,38,4,Associates Degree,4,1,3,3306,7,2,0,0,0,0
1047,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Married,No,29,9,Master's Degree,4,1,3,2974,9,3,5,3,1,2
1048,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Research Scientist,Married,No,54,7,Master's Degree,4,2,4,6854,14,2,7,1,1,7
1049,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,40,15,Bachelor's Degree,1,3,3,10435,18,3,18,15,14,12
1050,No,Travel_Rarely,45 - 54,R&D,Other,1,Female,Research Director,Married,No,49,22,Master's Degree,1,4,2,16413,27,3,4,2,1,2
1051,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Research Scientist,Married,No,54,9,Associates Degree,1,2,3,2897,9,2,4,3,2,3
1052,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Research Director,Married,No,47,2,Master's Degree,1,4,3,17169,26,4,20,17,5,6
1053,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,45,25,Associates Degree,2,2,4,5906,10,2,9,8,3,8
1054,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Married,No,36,5,Master's Degree,2,3,1,8008,9,3,3,2,0,2
1055,No,Travel_Rarely,25 - 34,R&D,Other,1,Female,Research Scientist,Married,No,32,5,Master's Degree,2,1,4,3312,6,3,3,2,0,2
1056,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Married,No,40,2,Master's Degree,3,1,3,2001,20,3,5,3,0,2
1057,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Director,Single,No,31,8,Doctoral Degree,1,4,2,16422,9,4,3,2,1,0
1058,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Single,No,37,11,Bachelor's Degree,1,1,3,3629,8,3,3,2,0,2
1059,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Manufacturing Director,Single,No,30,10,Bachelor's Degree,1,3,3,9667,9,3,7,7,0,2
1060,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Single,No,39,6,Bachelor's Degree,2,3,2,8376,9,3,2,0,2,2
1061,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,47,9,Master's Degree,2,1,3,2105,7,3,2,2,2,0
1062,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,32,29,Master's Degree,3,1,2,2837,6,3,6,2,4,1
1063,No,Travel_Rarely,Under 25,R&D,Medical,1,Female,Laboratory Technician,Single,No,23,4,High School,3,1,2,3295,3,1,3,2,1,2
1064,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,27,8,Bachelor's Degree,3,1,4,3445,6,2,6,2,1,4
1065,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,29,28,Master's Degree,4,1,1,3785,5,1,5,4,0,4
1066,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Single,No,35,16,Bachelor's Degree,4,3,2,8606,11,1,11,8,3,3
1067,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Female,Research Director,Single,No,45,28,Associates Degree,4,4,2,16704,21,3,21,6,8,6
1068,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Research Director,Single,No,54,1,Bachelor's Degree,4,4,4,17328,29,2,20,7,12,7
1069,No,Travel_Rarely,45 - 54,Sales,Technical Degree,1,Female,Sales Executive,Divorced,No,46,3,Bachelor's Degree,1,4,1,13225,25,3,19,17,2,8
1070,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Sales Executive,Divorced,No,48,16,Master's Degree,3,2,3,6439,18,3,8,7,7,7
1071,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Divorced,No,30,7,Master's Degree,4,2,1,4779,8,3,3,2,0,2
1072,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Manager,Divorced,No,47,2,Master's Degree,2,4,2,15972,29,3,3,2,1,2
1073,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Married,No,38,10,Associates Degree,1,2,4,5343,10,3,10,7,1,9
1074,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,36,11,Master's Degree,2,2,4,6652,8,2,6,3,0,0
1075,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,39,24,High School,2,4,4,12031,21,2,20,9,9,6
1076,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,40,2,Associates Degree,2,2,2,5677,15,3,11,8,5,10
1077,No,Travel_Rarely,25 - 34,Sales,Medical,1,Female,Sales Representative,Married,No,28,3,Bachelor's Degree,2,1,2,2856,1,3,1,0,0,0
1078,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Manager,Married,No,46,3,Bachelor's Degree,3,4,2,16606,23,4,13,12,5,1
1079,No,Travel_Rarely,Over 55,Sales,Marketing,1,Female,Sales Executive,Married,No,56,11,Doctoral Degree,4,2,1,5380,6,3,0,0,0,0
1080,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Married,No,40,14,Associates Degree,4,2,1,4639,5,3,5,4,1,2
1081,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,No,31,29,Master's Degree,1,2,4,5468,13,3,12,7,5,7
1082,No,Travel_Rarely,35 - 44,Sales,Medical,1,Female,Sales Executive,Married,No,36,3,Bachelor's Degree,1,3,4,7644,10,3,9,7,3,4
1083,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Married,No,31,5,Master's Degree,1,2,4,5476,10,3,10,0,0,2
1084,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,36,16,Master's Degree,3,2,1,5647,11,2,3,2,0,2
1085,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,No,32,1,Master's Degree,3,3,4,10422,14,3,14,10,5,7
1086,No,Travel_Rarely,25 - 34,Sales,Medical,1,Female,Sales Executive,Single,No,27,2,Associates Degree,1,2,3,6500,9,2,8,7,0,7
1087,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Single,No,38,16,Bachelor's Degree,2,2,2,4198,8,4,3,2,1,2
1088,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Single,No,36,1,Master's Degree,2,2,3,6815,15,3,1,0,0,0
1089,No,Travel_Rarely,Under 25,Sales,Medical,1,Female,Sales Representative,Single,No,20,2,Bachelor's Degree,3,1,3,2783,2,3,2,2,2,2
1090,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Representative,Single,No,36,2,Master's Degree,3,2,4,4502,17,2,13,7,6,7
1091,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Single,No,34,3,Associates Degree,4,2,4,6029,6,3,2,2,2,2
1092,No,Travel_Rarely,25 - 34,Sales,Other,1,Female,Sales Representative,Single,No,26,5,Bachelor's Degree,4,1,3,2966,5,3,4,2,0,0
